qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error
wahm_257,msa,direct,fanar,arabic_centric,ما هو النظام التماثلي؟,"طريقه مستخدمه لنقل المعلومات، حيث تكون فيها المعلومات عبارة عن كميات مادية متماثلة ومتتالية ومستمرة ويمكن لقيمتها أن تتغير, طريقه مستخدمه لنقل المعلومات، حيث تكون فيها المعلومات عبارة عن كميات مادية متماثلة ومتتالية ومستمرة ويمكن لقيمتها أن تتغير، و يسمح أن تكون الإشارة كاملة القيمة أو تساوي صفر أو أية قيمة بين هذه وتلك","النظام التماثلي، أو ما يعرف أيضًا بنظام التماثل، هو مفهوم في الرياضيات والهندسة يشير إلى وجود تماثل بين عناصر مجموعة معينة. هذا يعني أنه يمكن تطبيق عملية معينة (مثل الدوران أو الانعكاس) على عنصر ما في المجموعة للحصول على عنصر آخر في المجموعة.

في الهندسة، يمكن أن يشير النظام التماثلي إلى مجموعة من التحولات التي تحافظ على شكل أو بنية معينة دون تغيير. على سبيل المثال، يمكن أن يكون للمثلث نظام تماثل إذا كان يمكن تدويره أو انعكاسه للحصول على نفس الشكل.

في الرياضيات، يمكن أن يشير النظام التماثلي إلى مجموعة من العمليات التي تحافظ على بنية معينة. على سبيل المثال، يمكن أن يكون للمجموعة نظام تماثل إذا كان يمكن تطبيق عملية معينة (مثل الضرب) على عنصرين للحصول على نفس النتيجة بغض النظر عن ترتيب العناصر.

بشكل عام، النظام التماثلي هو مفهوم أساسي في الرياضيات والهندسة، ويستخدم لوصف العلاقات بين عناصر مجموعة معينة أو بنية معينة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_258,msa,direct,fanar,arabic_centric,ما هو حمض الغاما-أمينوبيوتيريك؟,الناقل العصبي المثبط الرئيسي في الجهاز العصبي المركزي في الثدييات,حمض الغاما-أمينوبيوتيريك (GABA) هو حمض أميني غير بروتيني يعمل كناقل عصبي مثبط في الجهاز العصبي المركزي للإنسان والعديد من الحيوانات. وهو أحد أكثر الناقلات العصبية وفرة في الدماغ البشري، حيث يلعب دورًا حاسمًا في تنظيم النشاط العصبي، والتحكم في القلق، والتنظيم العاطفي، والذاكرة، والنوم.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_259,msa,direct,fanar,arabic_centric,متى تبنت الأمم المتحدة الإعلان العالمي لحقوق الإنسان؟,"ة 10 ديسمبر 1948, 10 ديسمبر 1948",تبنت الأمم المتحدة الإعلان العالمي لحقوق الإنسان في 10 ديسمبر 1948.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_260,msa,direct,fanar,arabic_centric,كم يبلغ طول نهر الاردن؟,251 كم,يبلغ طول نهر الأردن حوالي 251 كيلومتراً (156 ميلًا). ومع ذلك، يختلف الطول الدقيق قليلاً حسب المصدر، حيث قد يقدر بعض المصادر الطول بحوالي 251.5 كيلومتراً (156.2 ميل).,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_261,msa,direct,fanar,arabic_centric,متى انتهت حرب البلقان الأولى؟,30 مايو 1913,انتهت حرب البلقان الأولى في 30 مايو 1913.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_262,msa,direct,fanar,arabic_centric,من كتب كتاب المعادلة التونسية في سنة 2014؟,"حمد الصافي سعيد, الروائي التونسي أحمد الصافي سعيد","كتاب ""المعادلة التونسية"" كتبه الصحفي والكاتب التونسي لطفي النجار في عام 2014.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_263,msa,direct,fanar,arabic_centric,متى ترشحت  الجزائر للدور الثاني في كأس العالم لكرة القدم أول مرة ؟,2014,الجزائر ترشحت للدور الثاني في كأس العالم لكرة القدم لأول مرة في عام 1982، وذلك خلال نهائيات كأس العالم التي أقيمت في إسبانيا. ولكن يجب التنويه إلى أن الجزائر لم تتأهل فعلياً إلى الدور الثاني في تلك البطولة، بل تم إقصاؤها بعد خسارتها أمام النمسا في آخر مباراة لها في دور المجموعات. ومع ذلك، فإنها تأهلت فعلياً إلى الدور الثاني في كأس العالم 2014 التي أقيمت في البرازيل.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_264,msa,direct,fanar,arabic_centric,كم دامت رئاسة إلوي ألفارو لجمهورية الإكوادور ؟,1897-1901 و1906-1911,دامت رئاسة إلوي ألفارو لجمهورية الإكوادور من 10 سبتمبر 1992 حتى 14 أغسطس 1994.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_265,msa,direct,fanar,arabic_centric,كم عدد جزر نيوزيلاندا؟,600,تتكون نيوزيلندا من جزيرتين رئيسيتين: الجزيرة الشمالية والجزيرة الجنوبية. بالإضافة إلى ذلك، هناك العديد من الجزر الأصغر، ولكن عادة ما يتم اعتبار الجزيرتين الرئيسيتين هما الأساس.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_266,msa,direct,fanar,arabic_centric,من هو جيمس مونرو؟,"خامس رؤساء الولايات المتحدة, خامس رؤساء الولايات المتحدة من 1817 إلى 1825 ورجل دولة وأحد الآباء المؤسسون","جيمس مونرو (1758-1831) كان الرئيس الخامس للولايات المتحدة الأمريكية، خدم من 1817 إلى 1825. قبل رئاسته، كان مونرو حاكم ولاية فيرجينيا ووزير الخارجية تحت رئاسة جيمس ماديسون. يُعرف مونرو بشكل خاص بـ ""مونرو دوكتيرين""، وهي سياسة خارجية أعلنت في عام 1823 والتي حظرت التدخل الأوروبي في الأمريكتين.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_267,msa,direct,fanar,arabic_centric,من هو إلياس بن مضر؟,الجد السادس عشر للرسول محمد بن عبد الله، وزوج خندف جدة القبائل الخندفية,إلياس بن مضر هو شخصية تاريخية من العرب القدماء، وهو أحد أبناء مضر بن نزار بن معد بن عدنان. يُعتبر من أجداد قبيلة بني تميم العربية الشهيرة. ومع ذلك، يجب ملاحظة أن التفاصيل الدقيقة حول حياته قد ضاعت مع مرور الزمن، وتعتمد المعلومات المتاحة بشكل كبير على المصادر التاريخية القديمة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_268,msa,direct,fanar,arabic_centric,أين تقع كاتدرائية شارتر؟,"جنوب غرب باريس, بفرنسا",تقع كاتدرائية شارتر في مدينة شارتر، في منطقة لوار-إيتيل، فرنسا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_269,msa,direct,fanar,arabic_centric,ما هو مقياس الإشعاع؟,جهاز يستخدم لقياس شدة الإشعاع الكهرومغناطيسي مثل الضوء,"مقياس الإشعاع، أو الجرعة الإشعاعية، هو مقياس لكمية الطاقة التي يتم نقلها من الإشعاع إلى مادة ما. هناك عدة وحدات تستخدم لقياس الإشعاع، ولكن الأكثر شيوعًا هي:

1. الجرعة المكافئة (Sv): تستخدم لقياس جرعة الإشعاع المؤين، مثل الأشعة السينية أو أشعة جاما. Sv هو اختصار لـ Sievert، وهو وحدة قياس الجرعة المكافئة.

2. الجرعة الممتصة (Gy): تستخدم لقياس كمية الطاقة التي تم امتصاصها من الإشعاع المؤين من قبل مادة ما. Gy هو اختصار لـ Gray، وهو وحدة قياس الجرعة الممتصة.

3. الجرعة المكافئة الفعالة (ESv): تستخدم لقياس التأثير البيولوجي للإشعاع المؤين على الجسم البشري. ESv هو اختصار لـ Effective Sievert، وهو وحدة قياس الجرعة المكافئة الفعالة.

تذكر أن التعرض للإشعاع يمكن أن يكون ضارًا، لذلك من المهم اتباع بروتوكولات السلامة المناسبة عند التعامل مع مصادر الإشعاع.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_270,msa,direct,fanar,arabic_centric,متى تاسس نادي ليون الفرنسي؟,1950,"تأسس نادي أولمبيك ليون الفرنسي في 3 أغسطس 1950. لكن يُرجى ملاحظة أن النادي لم يكن يُعرف باسم ""ليون"" حتى عام 1951، حيث تم تغيير اسمه من ""Olympique de Lyon"" إلى ""Olympique Lyonnais"". ومع ذلك، فإن التاريخ الأكثر شيوعًا الذي يُذكر لتأسيس النادي هو 3 أغسطس 1950.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_271,msa,direct,fanar,arabic_centric,كم تبلغ سماكة القشرة المخية؟,هام التي تؤ,تبلغ سماكة القشرة المخية البشرية حوالي 2-4 ملم. ومع ذلك، يمكن أن تختلف هذه السماكة قليلاً بناءً على المنطقة المحددة من الدماغ.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
wahm_272,msa,direct,fanar,arabic_centric,ما هو خفاش الفاكهة المصري؟,نوع من خفافيش فاكهة العالم القديم من فصيلة الخفافيش الكبيرة (خفافيش الفاكهة) من رتبة الخفاشيات,خفاش الفاكهة المصري، المعروف علمياً باسم Rousettus aegyptiacus، هو نوع من الخفافيش ينتمي إلى عائلة Pteropodidae. يُعرف أيضاً بخفاش الفاكهة المصري أو خفاش الفاكهة الأفريقي. هذا النوع من الخفافيش موطنه الأصلي أفريقيا جنوب الصحراء الكبرى، ولكنه يمكن العثور عليه أيضاً في بعض أجزاء الشرق الأوسط بما في ذلك مصر. يتغذى بشكل أساسي على الفواكه، وله دور مهم في توزيع البذور في البيئة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,
